technology,latitude,longitude
LTE,60.2236097362,24.9907156686
HSPA+,60.2616679,25.0724799
HSPA+,60.2534249283,25.0666909517
UMTS,60.25861356,25.07069137
HSPA+,60.257201885,25.06959287
HSPA+,60.260124785,25.07176532
LTE,60.22249017,24.986334675
LTE,60.23164247,25.02260992
LTE,60.23148751,25.022817905
UMTS,60.26708378,25.07868405
LTE,60.2214047117,24.9826579558
LTE,60.22876394,25.009393089
LTE,60.2270371908,25.0004122912
LTE,60.23164521,25.02263678
LTE,60.2439848458,25.0541051306
LTE,60.2388431196,25.0424856375
LTE,60.23597715,25.0349456867
LTE,60.23269026,25.02649006
LTE,60.2345044454,25.0308369189
LTE,60.2596185375,25.0709118625
LTE,60.2537805029,25.06647549
LTE,60.19591074,24.96007047
LTE,60.19504844,24.95848901
LTE,60.1990399633,24.9468033167
LTE,60.189377195,24.9345754
LTE,60.19098256,24.9498015871
LTE,60.2083066014,24.9437622514
LTE,60.2052122848,24.9425816504
LTE,60.2214485033,24.9494533533
LTE,60.2186424457,24.9427876357
LTE,60.191529275,24.95063514
LTE,60.19189081,24.9336043429
LTE,60.2133012927,24.8833591867
LTE,60.2011999467,24.8992655767
LTE,60.19648896,24.93607392
LTE,60.1968544,24.93592187
LTE,60.2219222214,24.8812310857
LTE,60.1939028667,24.9315480033
LTE,60.1991907133,24.9327597725
LTE,60.19974494,24.93330688
LTE,60.220491285,24.90220292
LTE,60.23440035,24.8910560633
LTE,60.2244884255,24.8557220636
LTE,60.234506735,24.87461171
LTE,60.1977199711,24.9279666479
LTE,60.23277006,24.901985
LTE,60.1924052,24.9525145483
LTE,60.19495841,24.957895265
LTE,60.193971541,24.9552223018
LTE,60.200500105,24.92214897
LTE,60.200016235,24.921635935
LTE,60.25425015,24.82433646
LTE,60.2178943138,24.8944894531
GSM,60.22014389,24.88875969
LTE,60.2197373817,24.8898884033
HSPA+,60.20871105,24.91894478
UMTS,60.21984019,24.8892584
UMTS,60.2237925,24.9447277778
UMTS,60.2102355357,24.9446394345
UMTS,60.2207272222,24.9446946296
HSPA+,60.204678765,24.927128155
UMTS,60.1951103623,24.9551450725
UMTS,60.2188768775,24.89172564
HSDPA,60.19920241,24.93405785
UMTS,60.19934694,24.93303992
UMTS,60.199009515,24.933618845
HSPA+,60.206954375,24.922620135
UMTS,60.2060714525,24.924552815
UMTS,60.1997956863,24.9461184314
UMTS,60.1974133333,24.9496516667
LTE,60.2651913,24.80899441
LTE,60.29367872,24.8602918275
LTE,60.2014363318,24.9633325623
LTE,60.196667417,24.9608295426
LTE,60.2020798308,24.94437979
LTE,60.2234635633,24.95569854
LTE,60.206925022,24.9233518447
LTE,60.2086550763,24.9145369454
LTE,60.2450764143,24.8431452457
LTE,60.23136724,24.90334612
LTE,60.2143518,24.9063254117
LTE,60.2122717,24.89817466
LTE,60.21614092,24.895418208
LTE,60.2159645518,24.8990734482
LTE,60.215986544,24.938165738
LTE,60.209884365,24.9335547565
LTE,60.20493664,24.96662091
LTE,60.2042806029,24.96606792
HSPA+,60.2089530233,24.91886316
HSPA+,60.21721423,24.89134483
HSPA+,60.21737771,24.88831858
LTE,60.2173197463,24.9755672837
LTE,60.2129257525,24.9705965494
LTE,60.2168914,24.8707397833
LTE,60.1955626363,24.9449425878
LTE,60.19542785,24.9265795457
LTE,60.1993514377,24.9311057935
LTE,60.2224367072,24.8624792061
LTE,60.2182499733,24.8673035833
LTE,60.219449744,24.864020394
LTE,60.222108146,24.88011447
LTE,60.2221243867,24.8702086867
LTE,60.22214328,24.874662755
LTE,60.189764806,24.95476806
LTE,60.19088301,24.9493968275
LTE,60.1971953825,24.9503925075
LTE,60.21455865,24.8779174
LTE,60.20054247,24.9245527829
LTE,60.1982662389,24.9266193767
LTE,60.198354514,24.922742116
LTE,60.1966510683,24.9013162317
LTE,60.23301058,24.86153708
LTE,60.21616195,24.87269871
LTE,60.2154384014,24.8750027657
LTE,60.2100614092,24.9686549776
LTE,60.206701771,24.967505718
LTE,60.2502508133,24.8335163183
LTE,60.2079357445,24.8995327565
LTE,60.2094772419,24.8910962294
LTE,60.20739846,24.94006513
LTE,60.200677005,24.944649465
HSDPA,60.2901485,24.72581144
LTE,60.2870339356,24.7321650525
LTE,60.27328662,24.77703456
HSPA+,60.278728305,24.115718985
HSPA+,60.2549401186,24.5149948157
HSPA+,60.2592077747,24.4966581341
HSPA+,60.2831390883,24.1176497039
HSPA+,60.264697065,24.485005445
LTE,60.2444606854,24.7037952415
LTE,60.2367197514,24.69310232
LTE,60.2699170782,24.7673476245
LTE,60.2652646075,24.7463103469
LTE,60.25801523,24.7246627767
LTE,60.22688987,24.68162285
LTE,60.276371424,24.450763488
LTE,60.2689746116,24.4698490411
LTE,60.2832745959,24.4329588724
LTE,60.2905610348,24.3990671319
LTE,60.3006290145,24.2372822218
LTE,60.2931610142,24.3538054953
LTE,60.2987216339,24.2901355595
LTE,60.1533021143,24.6647249529
LTE,60.15875873,24.694917504
LTE,60.1565826733,24.6842671567
LTE,60.41876029,23.140073765
LTE,60.4259158477,23.0511093381
LTE,60.1703690863,24.6590074975
GSM,60.1692319802,24.8096310859
UMTS,60.1692099902,24.8099989629
LTE,60.147433415,24.6605797683
GSM,60.1542247902,24.6731559672
UMTS,60.1540467915,24.6710853331
GSM,60.1544520627,24.6743685168
UMTS,60.1541589207,24.6730595717
GSM,60.1614821256,24.7202440141
UMTS,60.1614570207,24.7193845683
GSM,60.161414134,24.719385718
UMTS,60.1613212138,24.7159799882
UMTS,60.1660846265,24.7514098669
GSM,60.1487873627,24.6559886652
GSM,60.1484235365,24.6621962669
UMTS,60.1481859174,24.6597168205
GSM,60.1467994797,24.6540372503
UMTS,60.1475554442,24.653051648
GSM,60.1536230055,24.6698762105
GSM,60.1496014941,24.6661847014
GSM,60.1636730265,24.7370965784
UMTS,60.1637515056,24.7351942936
GSM,60.1632539851,24.7385240263
UMTS,60.163627082,24.7391951005
GSM,60.150493538,24.6911889369
UMTS,60.1498292394,24.688355071
GSM,60.1490165591,24.6842588237
UMTS,60.1486739308,24.6843816565
UMTS,60.16873445,24.7961656034
GSM,60.165782754,24.8429559895
UMTS,60.1656737094,24.8435994065
GSM,60.1741669607,24.8271238897
UMTS,60.1727988778,24.8257968583
GSM,60.1470220462,24.6481614871
UMTS,60.1466899071,24.6476047838
GSM,60.1491501604,24.6645942794
UMTS,60.1491218481,24.6643321093
GSM,60.146523053,24.6467174463
UMTS,60.1467890402,24.64862656
GSM,60.1488371908,24.6457880927
UMTS,60.1471501554,24.6451690889
GSM,60.1461756302,24.6425437653
UMTS,60.1461829893,24.6426698744
GSM,60.166836874,24.7610511549
UMTS,60.1669168232,24.7632335944
GSM,60.166917965,24.8388800746
UMTS,60.1669377069,24.8385457817
GSM,60.1695460497,24.8145297254
UMTS,60.1694952663,24.81667392
GSM,60.165492028,24.7452783373
UMTS,60.1651162891,24.7435982064
GSM,60.1669436533,24.7649008586
UMTS,60.1665556043,24.7593803242
GSM,60.1687738575,24.7927059671
UMTS,60.168923012,24.8006347015
UMTS,60.1671673476,24.7661206409
GSM,60.1623357546,24.7312021707
UMTS,60.1616954225,24.724958003
GSM,60.1482890336,24.6517995491
UMTS,60.1478958226,24.6510943137
GSM,60.1475175811,24.6497986514
UMTS,60.1482056482,24.6506237911
GSM,60.1462543899,24.6452247881
UMTS,60.1467715127,24.6461758067
GSM,60.1497222946,24.6557071058
UMTS,60.1497024568,24.6548939447
GSM,60.1636809564,24.7368035869
UMTS,60.1632625186,24.7345656391
UMTS,60.147971555,24.6513255228
UMTS,60.1463214092,24.6454479312
GSM,60.1673857807,24.8364168996
UMTS,60.1669946274,24.8379793202
GSM,60.1697336195,24.8171820606
UMTS,60.1694859487,24.8194609973
GSM,60.1690195333,24.7987690938
UMTS,60.1689811934,24.7973458224
GSM,60.1787621649,24.8315474862
UMTS,60.1785214122,24.8312533096
GSM,60.1696285244,24.8083342226
UMTS,60.1695978347,24.8078136272
GSM,60.180074959,24.8373765852
UMTS,60.1801866865,24.8384766184
GSM,60.1686386186,24.7903645533
UMTS,60.1685654053,24.7945614719
GSM,60.1662042655,24.750185654
GSM,60.1653601112,24.7456714923
UMTS,60.1656292999,24.7468485151
GSM,60.1628034812,24.7337748379
UMTS,60.1620591867,24.7276500034
GSM,60.1685208689,24.7828673152
UMTS,60.1684368877,24.7812504843
GSM,60.1675007714,24.7696799454
UMTS,60.1677224884,24.770775218
GSM,60.1683046019,24.7770590233
UMTS,60.1686340933,24.7857486276
GSM,60.1667550232,24.7611049561
UMTS,60.1669096226,24.7649310446
GSM,60.161705186,24.725138231
UMTS,60.1615597469,24.723099601
GSM,60.1613232977,24.7188986745
UMTS,60.1612710742,24.7175988808
GSM,60.1551220481,24.6905675167
UMTS,60.1554160843,24.6923686953
GSM,60.1574843005,24.6896885144
UMTS,60.1563072441,24.6837151061
GSM,60.1556402917,24.6805747158
UMTS,60.1559094849,24.6818170683
GSM,60.1536435108,24.6643887056
UMTS,60.1533162118,24.6653216879
GSM,60.1523388573,24.6658254392
UMTS,60.1521350962,24.6653528314
GSM,60.1522590892,24.6949947009
UMTS,60.1524210021,24.6953018039
GSM,60.1501232781,24.664188697
UMTS,60.1501415193,24.6643835993
UMTS,60.1486806176,24.6558244138
GSM,60.1480174904,24.6590521808
UMTS,60.1475752129,24.6580475256
GSM,60.147452075,24.6551338081
UMTS,60.1476073137,24.6548505532
GSM,60.1498516773,24.6541813997
UMTS,60.1498140512,24.6553590601
GSM,60.1815057319,24.8488358056
UMTS,60.1815963509,24.8495046098
GSM,60.1608112459,24.7101543048
UMTS,60.1602939414,24.7086010792
UMTS,60.1667342212,24.7628031672
GSM,60.1661759766,24.7564219643
UMTS,60.166333739,24.7554813197
UMTS,60.1661704402,24.7553527336
GSM,60.1481968338,24.6413850776
UMTS,60.1464366787,24.6396519253
GSM,60.1476420906,24.6409088872
UMTS,60.1472858389,24.6422167668
GSM,60.1595160823,24.7064179133
UMTS,60.1591697485,24.7063693003
GSM,60.1603082109,24.705639719
GSM,60.1534754633,24.6736083391
GSM,60.1496199295,24.6521255126
UMTS,60.1496452626,24.65209114
UMTS,60.1452377523,24.6796361807
UMTS,60.147591302,24.6498804886
UMTS,60.146157629,24.6426398161
UMTS,60.1460353885,24.6550432946
UMTS,60.1652345915,24.8471495596
UMTS,60.1641238499,24.8526832252
HSDPA,60.0125229333,24.8978769717
UMTS,60.0339818527,24.9002414118
UMTS,60.15887315,24.6598879
UMTS,60.076491239,24.897790678
UMTS,60.1092746912,24.9027346277
UMTS,60.0943514775,24.89393796
UMTS,60.1397467373,24.905361569
UMTS,60.1309964169,24.9049093506
UMTS,60.06019709,24.89026086
GSM,60.08939673,24.89096702
GSM,60.08987506,24.89115929
UMTS,60.059623965,24.89041667
UMTS,60.1473974902,24.9142749003
HSPA+,60.18990626,24.664468235
HSPA+,60.16037563,24.65930023
LTE,60.1819919913,24.6710898263
LTE,60.2055908233,24.6586310133
LTE,60.20529721,24.65659265
LTE,60.222366572,24.629782513
LTE,60.2245275613,24.6150418538
LTE,60.2273048914,24.6014971921
LTE,60.2208273653,24.8352087876
LTE,60.22171798,24.8316803171
LTE,60.2175636925,24.778512595
LTE,60.21788235,24.78061352
LTE,60.2010852633,24.6666974133
LTE,60.20533649,24.67425821
LTE,60.2059293533,24.6864279817
LTE,60.2237801,24.811084775
LTE,60.21369706,24.7463217
LTE,60.22289769,24.72190345
LTE,60.22457026,24.7300872
LTE,60.21949403,24.80803586
LTE,60.2084261433,24.6682392033
LTE,60.20495866,24.65503231
UMTS,60.20465538,24.65400792
LTE,60.21563986,24.71241624
LTE,60.27315242,24.75058465
LTE,60.2291008733,24.6852325544
LTE,60.2196303567,24.8063265433
LTE,60.2192432108,24.7962135762
LTE,60.21821527,24.71073745
LTE,60.22163853,24.71555972
UMTS,60.207317814,24.699712022
UMTS,60.2172980367,24.77817559
HSPA+,60.20730247,24.69623377
UMTS,60.2040557433,24.6503418167
HSPA+,60.21338064,24.63279642
UMTS,60.212024435,24.63203693
UMTS,60.1609132269,24.7094605709
HSPA+,60.21657118,24.75346778
UMTS,60.2171442067,24.77046682
GSM,60.1812429051,24.75095849
UMTS,60.180216616,24.7522146208
UMTS,60.1860405939,24.7487102683
UMTS,60.1998386225,24.7456668832
UMTS,60.1924687902,24.7448085826
UMTS,60.1702606276,24.7531728078
UMTS,60.1668957167,24.7501283453
GSM,60.2063929728,24.7805174092
UMTS,60.206443158,24.7805285777
UMTS,60.2061449538,24.7687072957
GSM,60.2059895066,24.7553492129
UMTS,60.2060591587,24.7563305619
GSM,60.2041141034,24.7431958895
UMTS,60.2052206493,24.7466049163
UMTS,60.2080255867,24.7954193941
UMTS,60.2075008113,24.7897189362
GSM,60.2083362111,24.8009575847
UMTS,60.2082460453,24.7992702158
UMTS,60.1655939359,24.7462173329
UMTS,60.2086939218,24.8100871833
LTE,60.2186970967,24.826035115
UMTS,60.1775223871,24.7547553853
UMTS,60.1640310168,24.7390539214
UMTS,60.1649772638,24.7432588338
UMTS,60.1623701816,24.7300160354
UMTS,60.1615200889,24.7214223793
GSM,60.1612838644,24.7165746113
UMTS,60.1610807512,24.7122415038
UMTS,60.21909217,24.64219529
UMTS,60.2085061547,24.8054741063
LTE,60.20758099,24.71338352
LTE,60.2067978767,24.7060635483
UMTS,60.2171715117,24.7638273617
UMTS,60.1741073065,24.7550704771
GSM,60.1604691391,24.7052552741
UMTS,60.1604668302,24.705485139
LTE,60.2262272577,24.8246438
GSM,60.1594030187,24.6983341685
UMTS,60.1596261677,24.6997408208
LTE,60.2113372393,24.7298314729
LTE,60.20765852,24.725758675
LTE,60.210155788,24.721321351
LTE,60.218021458,24.783251031
LTE,60.21237544,24.7360124367
LTE,60.211943712,24.731463446
LTE,60.28527528,24.74278897
LTE,60.22764575,24.82028142
LTE,60.228411277,24.814267839
LTE,60.2261943317,24.8123470983
HSPA+,60.28577336,24.74120009
UMTS,60.28606271,24.73610588
UMTS,60.21275213,24.73952951
UMTS,60.29009997,24.72642584
LTE,60.2722706726,24.7756799847
LTE,60.2699372845,24.7569174214
LTE,60.276145558,24.780203648
LTE,60.2727244025,24.751033515
LTE,60.2800281133,24.7478708125
LTE,60.27399011,24.78860056
LTE,60.2196825162,24.8126820848
LTE,60.22157178,24.8113671175
LTE,60.19716847,24.66942439
LTE,60.223976731,24.8499857965
LTE,60.221549215,24.8423954164
LTE,60.2164162,24.75482027
LTE,60.2351715541,24.5832204224
LTE,60.2455465936,24.5584947118
LTE,60.20894667,24.70870369
LTE,60.22387165,24.669071956
LTE,60.20692559,24.67701366
LTE,60.2205582082,24.6501839691
LTE,60.2212298,24.63695221
LTE,60.409925798,25.126084436
LTE,60.40226043,25.1267107183
LTE,60.3449798929,25.1117083814
LTE,60.3433939938,25.0882234134
LTE,60.3464075213,25.0768565763
LTE,60.377961265,25.1177915867
LTE,60.401375208,25.12712602
LTE,60.4042248,25.12703045
LTE,60.3395226283,25.00165501
LTE,60.3843895925,25.1193368013
LTE,60.3676673517,25.1169977158
LTE,60.3566377514,25.1137493471
LTE,60.4679587257,25.1342795487
LTE,60.4560994188,25.1265308547
LTE,60.3732580525,25.117166845
UMTS,60.36049407,25.11446597
LTE,60.3706661567,25.1177571133
GSM,60.41698481,25.12402708
LTE,60.4139156186,25.1206052586
LTE,60.3444756378,25.0312956743
LTE,60.3421300891,25.0083610686
LTE,60.3792607025,25.119757795
LTE,60.4882476667,25.13599068
LTE,60.3849212705,25.118424286
LTE,60.34638513,25.10981421
LTE,60.43335634,25.1253803629
LTE,60.4250798157,25.1237926771
LTE,61.687720706,24.383324116
UMTS,60.51593476,25.14430089
HSPA+,60.54717289,24.9818163
HSPA+,60.3424632586,25.1106592929
UMTS,60.33570814,25.09522225
UMTS,60.39792276,25.126632865
UMTS,60.3975862267,25.1257894973
UMTS,60.346924635,25.058992965
UMTS,60.33724026,25.00053828
UMTS,60.457258046,25.126495498
UMTS,60.4489848,25.12604363
UMTS,60.43899013,25.1257981975
UMTS,60.38424567,25.11813198
LTE,60.32275573,25.11591867
HSPA+,60.432221675,25.1253298475
UMTS,60.31956687,25.11275429
HSPA+,60.40278522,25.126981355
HSPA+,60.403728085,25.12709994
HSPA+,60.3792249733,25.1178730133
UMTS,60.406615845,25.127398925
HSPA+,60.389141838,25.119828076
LTE,60.3355567919,25.0957837903
LTE,60.30919012,25.10145453
LTE,60.30850161,25.10083482
UMTS,60.33648882,25.00029682
HSPA+,60.34529304,25.08829945
HSPA+,60.39983921,25.12771541
HSPA+,60.3701306075,25.118332185
HSPA+,60.5147717,25.14390847
HSPA+,60.48828248,25.13653602
UMTS,60.43352766,25.12598095
HSPA+,60.3466748633,25.0546685867
HSPA+,60.344549925,25.034986395
HSPA+,60.45006579,25.1260491
HSPA+,60.4408536,25.1263245767
HSPA+,60.38066071,25.11782225
HSPA+,60.34683364,25.07634965
HSPA+,60.42213359,25.12370497
HSPA+,60.341050435,25.0031677775
HSPA+,60.36593656,25.11846198
HSPA+,60.40955483,25.12679239
HSPA+,60.4074767167,25.1271708933
HSPA+,60.343976415,25.11047895
UMTS,60.34451499,25.09795843
HSPA+,60.41943978,25.12396315
HSPA+,60.34358728,25.02289219
HSPA+,60.56804085,25.19753523
UMTS,60.42933452,25.12533321
HSPA+,60.34706661,25.110316585
HSPA+,60.35120889,25.11057896
HSPA+,60.4706238175,25.1376348675
HSPA+,60.458456485,25.12754623
HSPA+,60.33435371,24.99967712
LTE,60.35392132,25.11092444
LTE,60.3500303286,25.1100182143
LTE,60.35726292,25.11267501
LTE,60.41916285,25.12349076
LTE,60.4180387833,25.124055595
LTE,60.343809575,25.10928918
LTE,60.3499699167,25.0845283767
LTE,60.346750492,25.07352881
UMTS,60.34666836,25.06881285
LTE,60.3509162292,25.0822265242
LTE,60.4125306367,25.12544973
LTE,60.37443687,25.1169374086
LTE,60.3896775358,25.1205524917
LTE,60.3473616,25.0515480825
LTE,60.5145422461,25.1441993518
LTE,60.5006633433,25.1359669222
LTE,60.4898277229,25.1360346857
LTE,60.4791488656,25.1392738944
LTE,60.3115477477,25.104713051
LTE,60.36457352,25.28750876
LTE,60.4416597838,25.1269082563
LTE,60.341879538,25.11095085
LTE,60.397903445,25.12662343
LTE,60.4413459838,25.12573804
LTE,60.4494920171,25.1255018243
LTE,60.311447415,25.10375332
LTE,60.3330024567,25.1155302225
LTE,60.31967381,25.11296359
LTE,60.323707905,25.1156366163
LTE,60.3155963033,25.1083566922
LTE,60.2879842425,24.981006645
LTE,60.29077129,24.97216133
LTE,60.287498525,25.0005195575
LTE,60.287339985,24.9906589467
LTE,60.2931544533,24.9650072333
LTE,60.2959082425,24.94553132
LTE,60.29618043,24.93742517
LTE,60.30678671,24.96598494
LTE,60.295513988,24.953094936
LTE,60.2975702957,24.91347963
LTE,60.2984440557,24.9005225843
LTE,60.2798303606,25.0545482206
LTE,60.2819562764,25.0365446721
LTE,60.2894625,24.975597565
LTE,60.27082189,24.77487382
LTE,60.2850247453,25.016331778
LTE,60.2871248325,25.0054064825
LTE,60.3052878633,24.9949252233
LTE,60.2970888173,24.9289561782
LTE,60.29138537,24.97078911
LTE,60.3078583909,25.1003982718
LTE,60.3020788857,25.0969484243
LTE,60.296313578,24.867518094
LTE,60.2933150364,24.8574721036
LTE,60.29831727,24.8918023243
LTE,60.298176895,24.88622375
LTE,60.29571985,24.95116307
LTE,60.296061296,24.93965423
LTE,60.2850022575,25.09305056
LTE,60.2883066133,25.0935569267
LTE,60.29579995,24.94991854
LTE,60.29785104,24.8788089125
LTE,60.297779135,24.8750438425
LTE,60.2808905,25.09170886
LTE,60.27372221,24.79056368
LTE,60.27315147,24.775904555
LTE,60.2915770033,24.8456689867
LTE,60.247835485,25.004553455
LTE,60.246225695,25.00151729
LTE,60.2442458333,24.9975327933
LTE,60.2405433767,24.9904337433
HSPA+,60.31003674,25.10235319
UMTS,60.1822060006,24.8536337948
LTE,60.2500438167,25.0635563467
LTE,60.2569762675,25.020603705
LTE,60.2939489,24.9630210411
UMTS,60.199216539,24.9343482674
GSM,60.184534875,24.8571234908
UMTS,60.1839235181,24.857114105
UMTS,60.1861459095,24.864107327
GSM,60.1859283446,24.8635420971
UMTS,60.1855368385,24.8626322827
UMTS,60.1993369191,24.934159895
GSM,60.1931968399,24.882935837
UMTS,60.1930170534,24.8824173965
GSM,60.187175361,24.8693253621
UMTS,60.1872355141,24.8690689893
GSM,60.1918724562,24.8776956243
UMTS,60.1909873202,24.8778160857
UMTS,60.194265143,24.8842072224
LTE,60.26813369,24.76256132
LTE,60.27348004,24.793288487
LTE,60.2738951675,24.8030313675
LTE,60.2723404958,24.7798666884
LTE,60.27848398,25.03761475
UMTS,60.295783725,24.9428350375
UMTS,60.297017765,24.9166867
HSPA+,60.29510566,25.04530837
UMTS,60.2677888095,24.9705478571
UMTS,60.28334226,25.03986815
LTE,60.28502346,25.04095818
UMTS,60.28419805,25.04050098
UMTS,60.266415625,24.967854375
UMTS,60.295237786,24.954230182
HSPA+,60.2932745417,24.9834263067
UMTS,60.2990261492,24.9883738462
UMTS,60.2959295,24.9391597567
UMTS,60.295668328,24.948058988
UMTS,60.296291748,24.935283922
UMTS,60.3166378,24.9974438571
UMTS,60.27634741,25.03662774
UMTS,60.27031294,25.03423606
UMTS,60.2638514815,24.9666818519
UMTS,60.30722807,24.99650756
HSPA+,60.28645901,25.04127421
UMTS,60.28195799,25.039217145
HSPA+,60.27798789,25.03736371
HSPA+,60.2884849,24.976068025
HSPA+,60.298100905,24.88931109
UMTS,60.298315268,24.899719952
UMTS,60.2970598289,24.9289802644
HSPA+,60.2903783067,24.9722996767
HSPA+,60.2925320056,24.9671840278
HSPA+,60.2982318333,24.8942087033
HSPA+,60.30784871,24.99693666
UMTS,60.28689956,24.978223625
UMTS,60.2979907733,24.88514543
HSPA+,60.29804204,24.88753172
UMTS,60.2996402,25.09588396
UMTS,60.2481831973,24.949924898
LTE,60.2880046067,24.9822594533
LTE,60.286734676,24.982408142
LTE,60.3000377725,25.0962957858
LTE,60.2916178822,25.0942038219
LTE,60.2804698567,24.8218811367
LTE,60.2783691775,24.8168172725
LTE,60.2748970808,24.8070542567
UMTS,60.1881262844,24.8748707667
LTE,60.289986318,24.8423664866
LTE,60.2840595492,24.8282970315
LTE,60.2800396741,24.8193171028
LTE,60.303499255,24.99309303
HSPA+,60.31430418,24.96897888
HSPA+,60.31726906,24.9666574167
HSPA+,60.3149797683,24.9683449217
HSPA+,60.30633603,24.9935875
HSPA+,60.3085649025,24.9664321875
HSPA+,60.303590775,24.98483442
UMTS,60.30540148,24.99348567
HSPA+,60.305987002,24.97265535
UMTS,60.30666652,24.96646391
HSPA+,60.312424655,24.9980372117
HSPA+,60.313522985,24.96972215
HSPA+,60.309886895,24.9978925
HSPA+,60.30711495,24.99879435
HSPA+,60.325441336,24.99809757
HSPA+,60.30429349,24.99198059
HSPA+,60.3037273814,24.9879408743
HSPA+,60.30263652,24.982890385
HSPA+,60.30243229,24.98281061
HSPA+,60.31721835,24.997358614
HSPA+,60.3033932656,24.9790597256
HSPA+,60.30505947,24.97612662
HSPA+,60.31032234,24.968311752
HSPA+,60.3073005333,24.9643618683
